family,level,compression,psnr,msssim
db16,1,74.04176144442744,53.11557343694826,0.9929560398857308
db16,2,74.05505734678627,53.95440304730288,0.9932570225055614
db16,3,74.0780379187645,54.77393175893699,0.9935416162380756
db16,4,74.08895369045416,55.49498207012569,0.9937582323355264
db16,5,74.08591697201418,56.16039565324508,0.9939269658708202
db17,1,74.03790399127395,48.84011554444972,0.9920557938679532
db17,2,74.03880679945881,48.24021309980075,0.9924802455427792
db17,3,74.05337484062358,47.93609241319098,0.9928972266874408
db17,4,74.05768369786949,47.74301513514447,0.9932483660032536
db17,5,74.0636750612781,47.614016878871965,0.9934949413682702
db18,1,74.06847635935213,49.69236862021271,0.991912502703526
db18,2,74.08731222102715,49.20896079724263,0.9919977646283258
db18,3,74.09695585391086,48.93176490210247,0.9922174039725882
db18,4,74.10811784601458,48.74107954507633,0.9924925384811224
db18,5,74.09658652328979,48.59588602876631,0.9927336867766506
db19,1,74.06806599199538,49.510455606359656,0.9919152119740906
db19,2,74.0626901796219,49.003491492760055,0.9920463749350588
db19,3,74.08316751072392,48.71439040421235,0.9922935460591658
db19,4,74.08062323311205,48.51187276337102,0.9925881537539104
db19,5,74.07668370648722,48.35559553656003,0.9928493092476044
db20,1,74.04639859555876,50.8774302026882,0.9921541146613478
db20,2,74.07155411452779,50.82007887749084,0.9922028182004952
db20,3,74.10077227032868,50.853526609139166,0.992365744497744
db20,4,74.11115456445455,50.91055452742668,0.992601496595684
db20,5,74.10922583787782,50.963469854552685,0.9928203121407264
db21,1,74.05624741212085,49.49461237340179,0.9919669382821226
db21,2,74.0531696569452,49.0581218082434,0.9921066580165948
db21,3,74.07442668602506,48.81507978788129,0.9923637378209328
db21,4,74.08160811476826,48.64622040353287,0.992677032565027
db21,5,74.07668370648722,48.515039982864735,0.992933625452088
db22,1,74.06539860417647,50.35028301019705,0.9920017018309664
db22,2,74.10996449911997,50.04186382940534,0.9920081046624848
db22,3,74.1361048997452,49.887688091573246,0.9921534431016878
db22,4,74.12531223826258,49.78956224481333,0.992382466667937
db22,5,74.1187463605545,49.7105142620047,0.9925944504502494
db23,1,74.04102278318528,54.58905094956289,0.99342780378251
db23,2,74.05944827750353,56.50169072880008,0.9939040999681158
db23,3,74.0738521717256,58.22249493291413,0.9941933840531408
db23,4,74.07639644933748,59.80512467933043,0.9943675076587508
db23,5,74.07824310244287,61.19803800277048,0.9944658476809448
db24,1,74.05809406522626,50.42099035495704,0.99203140310018
db24,2,74.09531438448384,49.94062100486254,0.9920008917117008
db24,3,74.1194029483253,49.697381826521024,0.9921437857636723
db24,4,74.12055197692422,49.53812307343999,0.9923805275324384
db24,5,74.113247437974,49.40884533647388,0.9925997444395148
db25,1,74.0312970768302,51.6041079003116,0.992391942062541
db25,2,74.03618044837557,51.7773451845055,0.992490796317688
db25,3,74.08041804943367,52.00365436642178,0.992673691030642
db25,4,74.0903899762028,52.22185699531941,0.9929031599628766
db25,5,74.09958220499408,52.448630886939,0.9931286723224702
db26,1,74.04258217914095,52.36525253394738,0.9926693001549928
db26,2,74.05362106103763,52.96231996398139,0.9929213025790264
db26,3,74.06277225309324,53.54948365599776,0.9931959120752902
db26,4,74.08095152699745,54.09041936735571,0.9934488107971532
db26,5,74.09190833542279,54.59661498369883,0.9936612843870118
db27,1,74.06556275111917,49.617533423461175,0.9919056772758256
db27,2,74.0830444005169,49.092701388903485,0.9920184451649836
db27,3,74.09625822940438,48.80212817460385,0.9922629928410408
db27,4,74.1013878213638,48.599306985362645,0.9925591024998586
db27,5,74.09174418848009,48.44546647290031,0.9928327383067096
db28,1,74.04754762415767,49.51231936345147,0.9919062396499144
db28,2,74.06486512661269,49.10463434675352,0.9920346836612643
db28,3,74.08423446585148,48.87303165164324,0.9922715584988694
db28,4,74.08427550258716,48.705461502600926,0.9925622423758916
db28,5,74.08677874346337,48.57054489195672,0.99281808221139
db29,1,74.04779384457171,50.2617406468771,0.9920012445207188
db29,2,74.08423446585148,49.993821453145294,0.992022507166103
db29,3,74.11435542983723,49.86399296186193,0.9921828115237132
db29,4,74.10815888275025,49.78719676952324,0.9924346067751804
db29,5,74.09835110292383,49.722347056819565,0.992663596180424
db30,1,74.0496815344128,50.14527832267884,0.992008070867302
db30,2,74.06954331447969,49.87518281885691,0.9920349846963614
db30,3,74.10495801736758,49.74007048568569,0.9922055413424324
db30,4,74.09178522521576,49.659476181045534,0.9924650982441602
db30,5,74.0908824170309,49.59543074901328,0.9927039012984228
db31,1,74.03437483200587,50.4861884810815,0.9920452880013342
db31,2,74.07348284110454,50.33594377136441,0.9920724638427167
db31,3,74.10984138891294,50.28607044064084,0.9922264294525514
db31,4,74.10750229497944,50.26227470769425,0.9924712058989548
db31,5,74.09244181298656,50.25474641255632,0.9926925722326768
db32,1,74.05948931423922,50.43288920155781,0.9920091619393352
db32,2,74.09223662930819,50.294712849355015,0.992045474265672
db32,3,74.11919776464694,50.24404549086909,0.9921959445619544
db32,4,74.12285003412205,50.22172431337353,0.9924221755018032
db32,5,74.11082627056915,50.19777118915215,0.9926248453765482
db33,1,74.04873768949226,50.62936166217306,0.992091206356263
db33,2,74.07541156768127,50.59475492891991,0.9921450515204489
db33,3,74.10130574789245,50.633692599126526,0.9923171875507012
db33,4,74.10602497249513,50.694279649360766,0.9925676416689642
db33,5,74.10561460513837,50.73119650425713,0.9927937717848764
db34,1,74.04976360788415,50.455027877240525,0.9920188922317766
db34,2,74.0853834944504,50.18922719239053,0.9920275058523328
db34,3,74.12354765862852,50.0688144232504,0.9921746130246588
db34,4,74.11886947076152,50.01118785538174,0.9924275869666936
db34,5,74.114765797194,49.984326260894576,0.992654895594116
db35,1,74.04024308520745,48.96370026003605,0.9920078891863532
db35,2,74.0528413630598,48.45812956534111,0.9923305899367352
db35,3,74.07245692271265,48.18108205162162,0.9926727655914004
db35,4,74.07623230239479,47.999287799119735,0.9929903970928582
db35,5,74.07344180436885,47.86284064437467,0.9932492211838826
db36,1,74.04545475063823,49.07423276265872,0.9919717782853802
db36,2,74.04951738747009,48.57388959307759,0.992255557594696
db36,3,74.05460594269384,48.29106853516823,0.992596285368849
db36,4,74.06864050629483,48.09540239728905,0.9929297860978284
db36,5,74.07327765742615,47.949260754436935,0.9931916385555004
db37,1,74.05764266113381,50.335938212811975,0.992004916898847
db37,2,74.09580682531195,50.12319793454655,0.992019827777716
db37,3,74.12683059748257,50.02098336973376,0.992157403179623
db37,4,74.13224744659172,49.96295708806399,0.9923844461614088
db37,5,74.10893858072808,49.916337746985015,0.9925790725992945
db38,1,74.06355195107108,49.24898254264592,0.9919734523525026
db38,2,74.07048715940022,48.81540242222847,0.99216591888183
db38,3,74.0927290701363,48.56613086886252,0.992437403346164
db38,4,74.0885433230974,48.38309745448604,0.9927417271528854
db38,5,74.08846124962605,48.24492749495327,0.9929913822238012
dmey,1,74.72674663632137,42.62699781166087,0.9924343355555584
dmey,2,74.670280088032,36.33955362218837,0.9920858301884218
dmey,3,74.56555433858836,35.20940787175875,0.9920827014260762
dmey,4,74.74681360006664,33.417886730778875,0.9916811549834446
dmey,5,75.26293262465626,31.56099090439329,0.9904116248035724
haar,1,74.08148500456123,69.91100285166468,0.9946644598841148
haar,2,74.0830444005169,74.46521762874941,0.994693714221716
haar,3,74.08378306175905,77.96890196497256,0.9946999073050116
haar,4,74.08324958419527,80.79412695798351,0.9946992305611866
rbio1.1,1,74.08148500456123,69.91100285166468,0.9946644598841148
rbio1.1,2,74.0830444005169,74.46521762874941,0.994693714221716
rbio1.1,3,74.08378306175905,77.96890196497256,0.9946999073050116
rbio1.1,4,74.08324958419527,80.79412695798351,0.9946992305611866
rbio1.3,1,74.08616319242823,63.95885811542579,0.9945872299904298
rbio1.3,2,74.0832085474596,66.31871328941477,0.9946428000429453
rbio1.3,3,74.08205951886069,68.24925206041345,0.9946664953793878
rbio1.3,4,74.08579386180715,70.79468866720354,0.994681753328252
rbio1.3,5,74.08041804943367,73.425082757868,0.9946863362646904
rbio1.5,1,74.08390617196609,62.43732933235183,0.9945317500862526
rbio1.5,2,74.08415239238013,64.34020008622205,0.9946013189681734
rbio1.5,3,74.08480898015094,66.30059608733727,0.9946421320234782
rbio1.5,4,74.0822236658034,68.67163928373729,0.9946660894545218
rbio1.5,5,74.08173122497529,70.87601593885383,0.9946716460310012
rbio2.2,1,74.05267721611709,52.20219149357001,0.9926856486934544
rbio2.2,2,74.05965346118192,52.11142381372308,0.9926332915837296
rbio2.2,3,74.09695585391086,51.54618618668143,0.992508374271005
rbio2.2,4,74.11534031149345,51.35891535452705,0.9926373214695294
rbio2.2,5,74.1042603928611,51.39146959516261,0.9928204855735862
rbio2.4,1,74.06498823681972,56.458599601377145,0.9939052858772122
rbio2.4,2,74.06823013893808,56.06799094484169,0.9938230541456902
rbio2.4,3,74.07545260441695,55.98138671188214,0.9938265502071152
rbio2.4,4,74.10081330706436,56.04005831804269,0.9938907157771988
rbio2.4,5,74.10770747865783,56.26150355756223,0.9939830856374146
rbio2.6,1,74.06585000826891,56.055738386480414,0.9938229534504528
rbio2.6,2,74.08238781274609,55.461172278631736,0.9936869312243513
rbio2.6,3,74.08431653932284,55.21426639329691,0.9936591154812764
rbio2.6,4,74.0955606048979,55.21934293855088,0.9937351950305552
rbio2.6,5,74.09687378043951,55.49529831995617,0.9938484742191516
rbio2.8,1,74.06539860417647,57.65107829918652,0.9941062312520698
rbio2.8,2,74.0786945065353,57.20900875468476,0.994039416308395
rbio2.8,3,74.07188240841319,57.1729029204191,0.9940529370139516
rbio2.8,4,74.08361891481636,57.4700748038392,0.994131344735776
rbio2.8,5,74.08583489854283,58.10811092438146,0.9942370081583124
rbio3.1,1,74.013117802926,47.8944226565026,0.9927598141828892
rbio3.1,2,73.99370742695154,47.97653227674022,0.9927127424343888
rbio3.1,3,73.98931649623425,48.13452993274127,0.9925922524777556
rbio3.1,4,73.9999450107742,48.25105863873143,0.9925316969103032
rbio3.1,5,74.00187373735095,48.36024490519036,0.9924831113512969
rbio3.3,1,74.02235106845296,51.91467314690806,0.9925779668218038
rbio3.3,2,74.05756058766248,50.55987541057365,0.9921140635577016
rbio3.3,3,74.09986946214381,50.214177862377895,0.9920854781038432
rbio3.3,4,74.12896450773768,50.14207620360143,0.9922488580394656
rbio3.3,5,74.1482928102408,50.15376037834554,0.992464010164993
rbio3.5,1,74.02247417865999,52.05252628957055,0.9926152512409028
rbio3.5,2,74.06203359185109,50.80950906157201,0.9921826412791376
rbio3.5,3,74.11570964211452,50.51214752135566,0.9921880335715304
rbio3.5,4,74.12785651587444,50.48064981669013,0.9924320173591028
rbio3.5,5,74.13967509574896,50.54089333044569,0.9927074493376594
rbio3.7,1,74.01332298660438,52.10618132045615,0.9926361578708768
rbio3.7,2,74.05735540398409,50.963077645183,0.992230195521148
rbio3.7,3,74.12613297297608,50.68392350521489,0.9922453645475264
rbio3.7,4,74.1416038223257,50.65295918755241,0.9925063136926658
rbio3.7,5,74.13356062213333,50.714818959864544,0.9927981885986116
rbio3.9,1,74.00971175386493,52.14359119583811,0.9926394122204512
rbio3.9,2,74.05271825285277,51.09175272874412,0.9922555822965105
rbio3.9,3,74.12309625453611,50.83892665873801,0.992278432328854
rbio3.9,4,74.13791051611493,50.82008171322101,0.9925259949531005
rbio3.9,5,74.12789755261012,50.90561282611557,0.9928050374023142
rbio4.4,1,72.62566576974041,49.86757368426209,0.992278121972038
rbio4.4,2,72.72218417204897,49.87207202850895,0.992416067781772
rbio4.4,3,73.04276315114528,49.90035732763288,0.9928384071009771
rbio4.4,4,73.34930756664058,49.87510317060536,0.9933948176271424
rbio4.4,5,73.59807225830491,49.76917053203708,0.9938383090449078
rbio5.5,1,75.20470149673287,49.77199689991092,0.9918516751501404
rbio5.5,2,75.09570792677897,49.72718013715222,0.9921776133539812
rbio5.5,3,74.84210090030494,49.70661199907219,0.9926101781991724
rbio5.5,4,74.59181784942062,49.73832030169352,0.9930916382761706
rbio5.5,5,74.40263849795699,49.87171451439433,0.9934392794642342
rbio6.8,1,72.62451674114149,49.86391923727712,0.9922133444990504
rbio6.8,2,72.63411933728955,49.84455743533174,0.9922822580769028
rbio6.8,3,72.93397476486977,49.872359469475576,0.9926536099528904
rbio6.8,4,73.24642847030233,49.87115620367287,0.9932288715659868
rbio6.8,5,73.5278173668286,49.81316056978109,0.99374292060634
sym2,1,72.63834612106412,50.05139050452844,0.9923077518443358
sym2,2,72.59829426704492,49.86726926403254,0.9922469632108352
sym2,3,72.87081922866531,49.89383568872151,0.9925714552669408
sym2,4,73.16800726842662,49.89521372418498,0.9931249228156714
sym2,5,73.47742425541921,49.841915841527495,0.9936542891514676
sym3,1,75.13079433578145,49.77043142121094,0.991902211156807
sym3,2,75.03513770492208,49.698657581441424,0.9922446016723324
sym3,3,74.80200800955006,49.69103188299945,0.9926942593021308
sym3,4,74.5489754973755,49.72641978710719,0.9931648080716156
sym3,5,74.37198405640746,49.86621885930047,0.9934843777611826
sym4,1,75.03017225990534,49.56619659238877,0.9915766153734914
sym4,2,75.22608163601974,49.58860786230262,0.9917206964901016
sym4,3,75.12271009885339,49.57230871504486,0.9920745156928404
sym4,4,74.90665168552236,49.54668191972984,0.9925708074492676
sym4,5,74.6519366671851,49.53782125744237,0.993098940856362
sym5,1,72.90914753978615,50.39709653225167,0.9923086249479944
